"Students Amy Gee and Eric Chow of the Origami Club make paper Valentine’s Day bouquets in the Tillman Lobby of the University Union.   
",http://www.binghamton.edu/photos/index.php/gallery/archives/2086/
"The BU Zoo, the student section, goes for a rollercoaster ride at halftime of a basketball game. The women’s team faces New Hampshire at 2 p.m. tomorrow, Feb. 14, in the Events Center. 
",http://www.binghamton.edu/photos/index.php/gallery/archives/2075/
"Binghamton’s Kyle Twining scores the go-ahead goal to beat SUNY Broome, 2-1, in the inaugural Presidents Cup men’s ice hockey game held at SUNY Broome. Team captain Chris Emerson holds the trophy. 
",http://www.binghamton.edu/photos/index.php/gallery/archives/2078/
"Assistant Professor of Art and Design Blazo Kovacevic installs artwork for an exhibition of designs and illustrations by Mirko Ilić opening at 5 p.m. Thursday, Feb. 12, at the University Art Museum. Read more: ",http://www.binghamton.edu/photos/index.php/gallery/archives/2083/
"Angela E. Runciman, a doctoral candidate in comparative literature, works on her dissertation in her carrel on the fourth floor of the Glenn G. Bartle Library. 
",http://www.binghamton.edu/photos/index.php/gallery/archives/2074/
"President Harvey Stenger and alumnus Marc Lawrence ‘81 share a laugh with international film star Hugh Grant prior to the screening of “The Rewrite,” writer and director Lawrence’s “love letter to Binghamton” that Grant starred in.
",http://www.binghamton.edu/photos/index.php/gallery/archives/2080/
"Marc Lawrence ‘81, director of “The Rewrite,” and his son Clyde, who wrote the score for the movie, speak to a small audience of students and faculty at the Undergrounds Café in the University Union.
",http://www.binghamton.edu/photos/index.php/gallery/archives/2079/
"Students Robin Stieglitz, left, and Sydney Rosen, were among the first five in line for free tickets to a special screening of The Rewrite, written and directed by Marc Lawrence ’81. Each received a prop from the movie.
",http://www.binghamton.edu/photos/index.php/gallery/archives/2073/
"Larry Ransom of the University Bookstore shows a graduation cap and gown to senior Kimberley Jabrouin during the Senior Days:100 Days to Graduation celebration held in Old Union Hall. 
",http://www.binghamton.edu/photos/index.php/gallery/archives/2077/
"Binghamton students Cheshuai Chen, Sara Mina, Subhadra Jayaraman, Fabiola Moreno, Simon Brady, Joël Yurkanin and Niranjan Dhandapani spent Sunday afternoon learning how to cross-country ski. 
",http://www.binghamton.edu/photos/index.php/gallery/archives/2072/
"Six-year-old Canyon Kalina races to shoot a basket during a women’s basketball game time out, wearing an adult-size uniform and sneakers. The women’s team faces Hartford at 7 p.m. tonight in the Events Center. 
",http://www.binghamton.edu/photos/index.php/gallery/archives/2070/
"Binghamton’s Marlon Beck drives past the Stony Brook defense. The Bearcats face Hartford at 7 p.m. tonight at the Events Center. 
",http://www.binghamton.edu/photos/index.php/gallery/archives/2065/
"Fresh snow coats the trees along the walking path to the Anderson Center for the Performing Arts. 
",http://www.binghamton.edu/photos/index.php/gallery/archives/2069/
"Mechanical engineering major Amanda Vogler knits ear-bands between classes with her friends at the MarketPlace in the University Union. Vogler also supervises the knitting circle at Late Nite Binghamton. 
",http://www.binghamton.edu/photos/index.php/gallery/archives/2068/
"Faculty Daniel Fabricius and Joel Smales, and Stephanie Lehman, MM ‘09, rehearse a composition by professor of music Paul Goldstaub, who died a year ago. A concert celebrating Goldstaub’s life will be held at 7:30 p.m.tonight in the Chamber Hall.
",http://www.binghamton.edu/photos/index.php/gallery/archives/2071/
"Binghamton’s Tyler Deuel defeats University of Pennsylvania’s Patrik Garren in the heavyweight bout last Sunday. The Bearcats will battle Buffalo at their next home match, Feb. 13th at 7 pm.
",http://www.binghamton.edu/photos/index.php/gallery/archives/2063/
"Students walk the paths of the Peace Quad.
",http://www.binghamton.edu/photos/index.php/gallery/archives/2067/
"Erika Merkel and her teammates of the Binghamton Cheer Team, one of four spirit squads, will perform at tonight’s women’s basketball game against UMBC, held at 7 p.m. at the Events Center. 
",http://www.binghamton.edu/photos/index.php/gallery/archives/2064/
"Susan Wolcott, associate professor of economics, teaches a microeconomics course in the Lecture Hall on the first day of the spring semester. 
",http://www.binghamton.edu/photos/index.php/gallery/archives/2066/
"The morning glow of a sunrise illuminates the Harpur Quad. 
",http://www.binghamton.edu/photos/index.php/gallery/archives/2056/
"Binghamton’s David White, ranked 27th in the nation, pins Drexel’s Eric Ochoa in the 125-lbs. bout. Binghamton won the meet 22-14. The Bearcats face the University of Pennsylvania at 1 p.m. today at the West Gym. 
",http://www.binghamton.edu/photos/index.php/gallery/archives/2062/
"Academic Building A, home of the School of Management. 
",http://www.binghamton.edu/photos/index.php/gallery/archives/2057/
"Dickquan Williams and Katarzyna Zanko, students on the Ballroom Dance Team, rehearse their steps in the Fine Arts Building. 
",http://www.binghamton.edu/photos/index.php/gallery/archives/2059/
"Sarah Hillebrand, who wants to major in psychology, receives help from orientation advisor Mary Joncas during the Harpur College schedule-building session at Transfer Student Spring Orientation. 
",http://www.binghamton.edu/photos/index.php/gallery/archives/2058/
"The sun rises over Binghamton on a cold winter morning. 
",http://www.binghamton.edu/photos/index.php/gallery/archives/2055/
"Shavonna Hinton — a School of Management student, runner on the track and field team, and campus tour guide — talks about the Bookstore to a group of visiting high school students and their parents.
",http://www.binghamton.edu/photos/index.php/gallery/archives/2054/
"The sun peeks through the woods behind Newing College. 
",http://www.binghamton.edu/photos/index.php/gallery/archives/2049/
"Student Alexa Francisco uses the functional training zone, SYNRGY 360, at FitSpace in the East Gym. The equipment, installed over winter break, features a heavy bag, TRX suspension trainers, battle ropes, monkey bars and medicine balls.  
",http://www.binghamton.edu/photos/index.php/gallery/archives/2051/
"Binghamton divers Imani Williams, Kimberly Robertson, and Devin Zdanowski compete in their last home meet as seniors in the Patricia A. Saunders Aquatic Center at the West Gym during a meet against Colgate University. 
",http://www.binghamton.edu/photos/index.php/gallery/archives/2052/
"Undergraduate Caroline Ma assists Kaiming Ye, chairman of the Biomedical Engineering Department at the Watson School, with conducting human genome editing research by looking at prostate cancer cells through a microscope. 
",http://www.binghamton.edu/photos/index.php/gallery/archives/2050/
"The Glenn G. Bartle Libary Tower before a sunrise.
",http://www.binghamton.edu/photos/index.php/gallery/archives/2048/
"Head Women’s Basketball Coach Linda Cimino will lead the Bearcats in an America East game versus Albany at 7 p.m. tonight at the Events Center. 
",http://www.binghamton.edu/photos/index.php/gallery/archives/2047/
"A 13-second exposure taken during a January snowfall in the Nature Preserve. 
",http://www.binghamton.edu/photos/index.php/gallery/archives/2046/
"John Egitto, captain of the 1983-84 wrestling team, says a few words after the team is inducted into the University Athletics Hall of Fame. 
",http://www.binghamton.edu/photos/index.php/gallery/archives/2023/
"Youjung Lee, assistant professor of social work at the College of Community and Public Affairs, presents a lecture on productive aging at the University Downtown Center. Read more: ",http://www.binghamton.edu/photos/index.php/gallery/archives/2001/
"A behind-the-scenes look of the production of a TV spot, which was shot in two locations—here, on the stage of the Anderson Center, and the other on the DeFleur Walkway. Read more: ",http://www.binghamton.edu/photos/index.php/gallery/archives/2034/
Undergraduate Darin Mihalik explores some unusual findings related to thermoconductivity. Read more: ,http://www.binghamton.edu/photos/index.php/gallery/archives/2000/
"The Object at Dickinson Community as the snow falls. 
",http://www.binghamton.edu/photos/index.php/gallery/archives/2031/
"Wayne Jones, chair and professor of chemistry, listens to Andrew Genussa, Jennifer Donohue, Isaac Sonaike and Emily Daso talk about their project during the Freshman Research Immersion poster session last December.",http://www.binghamton.edu/photos/index.php/gallery/archives/2042/
"Tall grasses at the Memorial Courtyard bow beneath the weight of fresh snow.
",http://www.binghamton.edu/photos/index.php/gallery/archives/2029/
"Frederic Luskin ‘76, Christopher Morgan-Knapp, Kimberly Jaussi, Matthew D. Johnson and moderator Michael Finkelstein speak at the first TIER Talks at the Watters Theater in October. Read more: ",http://www.binghamton.edu/photos/index.php/gallery/archives/2041/
"Instructors Stephanie Stahovic and Jenna Moore will teach a 10-week Pink Gloves Boxing class, a unique fitness program for women, at the East Gym this spring semester. 
",http://www.binghamton.edu/photos/index.php/gallery/archives/2040/
